Player,x,y,Total_Fitness,Constraints_Raw,Coverage_Raw,Passing_Raw,Offside_Raw,PrevMarking_Raw,LineHeight_Raw,BallPress_Raw
Player11,0.06902042047878788,0.7426383155941881,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player2,0.26416241216428304,0.2852283111533934,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player3,0.48541801124179906,0.5009646499030159,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player4,0.5250494230921159,0.32242680459711204,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player5,0.3947606160830351,0.7179239042761457,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player7,0.7234340849440497,0.5796407011927115,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player8,0.3628486266545484,0.42153653353116166,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player9,0.7376608234705178,0.31115236888772557,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player10,0.4819105201161048,0.45666401364404074,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player6,0.588511927165533,0.6154335518318891,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
Player12,0.5601536057463261,0.5026694952867363,66.37226482972893,0.06882926305100215,1.8545145636224314,-1.5935710621986021,0.0,0.25156750208097234,0.846700702685736,0.01569353652449035
