Player,x,y,Total_Fitness,Constraints_Raw,DefMarking_Raw,Compactness_Raw,LineHeight_Raw,BallPress_Raw
Player11,0.01995575044111509,0.612937549669377,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player2,0.49112803120452375,0.7607524435579073,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player3,0.3913010892703689,0.44705347182273253,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player4,0.27764742560872746,0.37405637070477366,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player5,0.46322672238029533,0.5225778614549904,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player7,0.47480887433989377,0.8663262026293421,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player8,0.4782394601598791,0.1732237026458442,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player9,0.3626267392139234,0.5862196521017732,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player10,0.31120573805609564,0.4694040237431366,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player6,0.3826904767963011,0.4213281957003653,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
Player12,0.3311979756001845,0.5395145372872577,10.255248695307943,0.03238482141448544,0.09342459686518004,0.8176251356128037,0.0,0.01718875437932749
