Player,x,y,Total_Fitness,Constraints_Raw,DefMarking_Raw,Compactness_Raw,LineHeight_Raw,BallPress_Raw
Player11,0.1591153724333908,0.594167915630639,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player2,0.32709649823807263,0.4907818163000857,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player3,0.39190595128952904,0.44659653580419484,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player4,0.4054637319219153,0.1455955708964506,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player5,0.5038205045781852,0.5914897133190029,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player7,0.3953710697288634,0.8187592956467731,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player8,0.2897565753899406,0.3987438192163571,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player9,0.5165229502920498,0.36248703139375704,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player10,0.3319100500297303,0.5817394761045434,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player6,0.6051898570710448,0.4053438844594962,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
Player12,0.32985038751551443,0.33448833006444,7.636220685052836,0.03153699429949778,0.031939231973398166,0.8596454136685455,0.0,0.016193923146615056
