Player,x,y,Total_Fitness,Constraints_Raw,DefMarking_Raw,Compactness_Raw,LineHeight_Raw,BallPress_Raw
Player11,0.0008887057311680476,0.5963852453671812,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player2,0.2694561673499134,0.3677206754805935,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player3,0.49451791578784476,0.3274875357928366,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player4,0.3912110358087605,0.4458871744281002,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player5,0.42106354733913104,0.5416506810141585,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player7,0.4082331554720374,0.8020055160292282,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player8,0.40933423237186073,0.14348950275174638,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player9,0.7085857933458644,0.30578042727770305,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player10,0.2913589554169076,0.6240762861683427,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player6,0.5319513083780102,0.6286748284641257,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
Player12,0.3726535588464515,0.3495895361084006,8.77211087738445,0.04205633651875865,0.03609485519308673,0.9839634998642971,0.0,0.006260403421806429
