Player,x,y,Total_Fitness,Constraints_Raw,Coverage_Raw,Passing_Raw,Offside_Raw,PrevMarking_Raw,DefMarking_Raw,Compactness_Raw,LineHeight_Raw,BallPress_Raw
Player11,0.0816040041656382,0.42144655149820076,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player2,0.3945501144400486,0.49398798120779097,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player3,0.2556329684418614,0.2908824194934267,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player4,0.5201747560664888,0.24448945871977815,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player5,0.493557747734165,0.7395007599367551,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player7,0.3591484889277843,0.6287452341279778,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player8,0.661504959751924,0.424261219478873,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player9,0.5142810046347098,0.47174027529372936,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player10,0.31347932496016095,0.48157891658131596,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player6,0.2454365972086551,0.5224795121668512,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
Player12,0.41746318707789515,0.3946314334629158,52.34738091121182,0.02865504959758868,1.9854980601635437,-3.7357371300923194,0.0,0.5101699962315602,0.11939308345789779,0.8383644424647234,0.006507222330759399,0.009946838398255997
