% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=161168, Wed Nov 26 12:23:00 2025
61 976 0.053218122340735016 1.5108938582474825 0.6651136625024221 0.6651136625024221 0.7136584300271399 0.7250349567596029 0.7524588869158997 0.7991209587634519 0.8153172134975388 0.8432213975688777 0.8458814917557903 0.8660500145028055 0.9034380573542106 0.9332341369410779 0.9521443982727987 0.9652408580231691 0.9868044945636435 1.0023961380695336 1.0465898664935607 1.0623986791317699 1.0898345928096431 1.1478057161770832 1.196039269448512 1.3382934539747127 1.5108938582474825
62 992 0.04985159677997271 1.5179996422785536 0.6601052076718562 0.6601052076718562 0.7165584292278296 0.7184217381866776 0.7434472042411324 0.7939597910090828 0.8074621683871478 0.8384105173061785 0.8491344810429438 0.8633290618714368 0.9003890222885348 0.937620810345275 0.9505320911391245 0.965458182943925 0.9867788271165792 0.9886876143650812 1.0484096040638509 1.0602586955004496 1.0865643277421595 1.148120925317086 1.1917450357294388 1.341233867857848 1.5179996422785536
63 1008 0.04686299459156417 1.5184600331542273 0.657413374066037 0.657413374066037 0.7106970857516601 0.7193114938425073 0.7457526247169567 0.7851104713769075 0.8060755549367777 0.8412091952537747 0.8437738828156018 0.8681184521401415 0.8940096139970183 0.9336603941561873 0.9450900771195032 0.9534742298852545 0.9863002532270917 0.994236975685768 1.0459033223667393 1.0679174713064712 1.079813237388518 1.150355604174792 1.1736598132154334 1.342781865170378 1.5184600331542273
64 1024 0.04463777698037648 1.5019099844085269 0.6533790768607538 0.6533790768607538 0.7046919286417929 0.7202154638532627 0.7459302994629327 0.7846509689513691 0.8117975203598704 0.8385665881867436 0.8441977375075943 0.8719897857978294 0.8942696954605442 0.9366504538916931 0.9450041067868816 0.9531675755658522 0.9872473404380356 0.9907918110938605 1.0443965902340693 1.057654494464957 1.074640956177486 1.1407238257417442 1.1811535493962078 1.333246168195634 1.5019099844085269
65 1040 0.043154269784848466 1.5002879714547779 0.6567575266390369 0.6567575266390369 0.7013394801001871 0.7204441013159097 0.7405574743874535 0.7688442834053274 0.8087884187766401 0.8412831520866237 0.8432968462107374 0.8754364238348993 0.8911863171100158 0.9316029403668562 0.9430126996508456 0.9434608331878516 0.983100179562525 0.9948177323171881 1.0477221226182643 1.0578182098223774 1.082852890421791 1.151577552633851 1.1855128619175594 1.3374290960897308 1.5002879714547779
66 1056 0.04157596603808275 1.5018903785801554 0.6507366514142024 0.6507366514142024 0.6952973529936475 0.721926544792296 0.7393314612677633 0.7682446726245099 0.8058976635556757 0.8415247478877083 0.8496567010476017 0.8742085096477754 0.8876135550826184 0.9253805963225381 0.9297702587705667 0.9403729831430285 0.9768441774969696 1.003977638928618 1.0378997319740026 1.0612848980368113 1.0779456572069934 1.1539513824970502 1.1864797186376472 1.348493580998973 1.5018903785801554
67 1072 0.04023924062621969 1.4908028596004437 0.6461828199659815 0.6461828199659815 0.6920299877340937 0.7250461106488061 0.7373424859213885 0.7680032129699291 0.8087895509089712 0.841980544899625 0.8468590672316059 0.8724783201576104 0.891123871271973 0.9169319433452322 0.9346216691132577 0.9378343907951169 0.9732793224154046 0.9961383638018089 1.0455360256481028 1.0622281748974294 1.0781024773421435 1.1606608246187435 1.1822300187611214 1.3519509582628866 1.4908028596004437
68 1088 0.039094230029971554 1.4907355962816276 0.6383469944711088 0.6383469944711088 0.6937400699714461 0.723561874144767 0.7372309230719791 0.7691345463709489 0.8102024584361133 0.8387243535531239 0.8444219554821545 0.870075305442465 0.8891445675857376 0.913108841378342 0.9262780895956935 0.9360628694520977 0.972538422727467 0.9936532714950137 1.0431598138461124 1.0635692798018492 1.0774337825356608 1.1595348533715837 1.1726444245706822 1.3652849538978329 1.4907355962816276
69 1104 0.039635946840199346 1.4866017658565636 0.6408270250118877 0.6408270250118877 0.6910578993112415 0.7224085396016713 0.7358289000670779 0.7715921448119062 0.8133552460089256 0.8348828186964365 0.8486064404292096 0.8667739011451688 0.88466979887946 0.9121704864472949 0.9253865515410428 0.9387827303753825 0.963973380212983 0.9950630317622815 1.0368360134765024 1.0667017261852383 1.0772556349196312 1.1558418040649496 1.1711771448112898 1.3521365935400196 1.4866017658565636
70 1120 0.03827523322853248 1.480218388009921 0.640046536561702 0.640046536561702 0.67914730424164 0.7220876530391338 0.7304225138738791 0.773916757342859 0.8174106300124399 0.8322635069197194 0.8540483342412443 0.8692298890050197 0.8815258749728696 0.9059255957806455 0.9272731847763509 0.9549497513950248 0.9631966995496962 0.9899732766384514 1.0425262111067892 1.0683648966689068 1.0751030332418277 1.156306333644904 1.1751211653744014 1.3409542161230663 1.480218388009921
71 1136 0.03671793988740035 1.4763765474948192 0.6368073027226354 0.6368073027226354 0.672582854332815 0.7185552268197288 0.7328275473160624 0.7691375305928345 0.8116619398850945 0.8325095774988998 0.8541707174811662 0.8652770805513605 0.8817433461047199 0.9039450145806934 0.9216715245276367 0.9538288538059649 0.9618080337003169 0.9863117130023441 1.0369033214429626 1.0687838436612485 1.0737837772616297 1.157872501006227 1.1804075912810768 1.343947218482455 1.4763765474948192
72 1152 0.035809861024617015 1.48188327446565 0.6370393171070385 0.6370393171070385 0.6569216386465081 0.7134341375199779 0.7349373996561858 0.7612586171076567 0.809514787226516 0.8317460367937284 0.8475673315194734 0.8640321241313748 0.8783388538594681 0.9048927347348825 0.9239311038595505 0.9441826032162257 0.9633013447628527 0.9840853917277989 1.0428400195711518 1.0682669041207293 1.0788569308242701 1.1581324653179867 1.1772117169149168 1.332670362658959 1.48188327446565
73 1168 0.03543728340143269 1.4663058204490529 0.6365728908788515 0.6365728908788515 0.651427209975637 0.7050499262777277 0.7360959769117065 0.7584528247580591 0.8077406987666501 0.8306980620825285 0.850436754733273 0.8631500149425094 0.8784397387738336 0.903666260191659 0.9244460460406044 0.9419228355413753 0.9683151324527515 0.9886874605561069 1.0423040555693983 1.0732268113909018 1.0847404175631303 1.1478591728709047 1.171102053336761 1.3438163154619815 1.4663058204490529
74 1184 0.03480299753605857 1.4630357175707074 0.6384321975264011 0.6384321975264011 0.6537243146125619 0.701504605127958 0.7323547056946251 0.7614135229659704 0.8116455408843193 0.8288668738377487 0.8463762076178115 0.8581129662250728 0.8723040607498355 0.9029276408670376 0.92086212109575 0.949357675701565 0.9636433500190112 0.9862783050215167 1.0407028990559177 1.0783173431557995 1.0946575856083236 1.1510737063553378 1.1691082054344444 1.330219877105001 1.4630357175707074
75 1200 0.03422615881781861 1.464547746657562 0.6388116727304627 0.6388116727304627 0.6516125148574478 0.700809716591498 0.7261230989196643 0.7590963287856494 0.8115587267168813 0.8213551307470686 0.8388790954821914 0.8640140016291493 0.8774488005060715 0.9069566457534377 0.9255278981825658 0.9454720587736434 0.9696419805984814 0.9833187483701304 1.0366842581129012 1.0795710726209056 1.0877099629680937 1.157685322343221 1.1747043426322374 1.328619295830164 1.464547746657562
76 1216 0.0337436085473369 1.4716972689334344 0.6406698946281647 0.6406698946281647 0.6515947185671753 0.6979744732613723 0.7206011371405224 0.7528305512897896 0.8107830937574869 0.8219475800050752 0.8334897186213228 0.8613316622905857 0.8762555399227095 0.8908657789194377 0.9324646155420866 0.9444737402601201 0.9717005953567144 0.9804547153731346 1.0353624401583639 1.082765321448579 1.0921015333680615 1.15054993593147 1.1743361513329833 1.3348960845614248 1.4716972689334344
77 1232 0.03286096069938365 1.447365745846551 0.6392685191226603 0.6392685191226603 0.6518209550449978 0.6991102925110552 0.718354693352943 0.7560097035280692 0.8108409648577369 0.8159550125537663 0.837330504292703 0.8607602514282211 0.8743022429131653 0.8896615456818957 0.9298338747276981 0.9457773641796661 0.971784277273622 0.984064573896501 1.0277368140114684 1.0825758429986518 1.096389327934177 1.1517039509349636 1.1718415686268129 1.3306594713164872 1.447365745846551
78 1248 0.03312298742418305 1.4412688873685002 0.6375700488409395 0.6375700488409395 0.6471837706545155 0.6910177713989384 0.720515746333835 0.7552907227711867 0.80957801231018 0.8169169343551762 0.8291232373590746 0.849044144783728 0.8711967531574227 0.8761625001730226 0.928412128438756 0.94897670983767 0.9691391799660033 0.9815798084014595 1.0377330163821923 1.0820391346499885 1.0913555056025226 1.1541313904512687 1.179441820026991 1.3361584944438525 1.4412688873685002
79 1264 0.03183787716268812 1.4346161619230409 0.6368393444592169 0.6368393444592169 0.6433149353871117 0.6851168361089511 0.7239389527382346 0.7606751420811821 0.8146738452626979 0.8191483485906802 0.8383206025416354 0.8409997526765913 0.8657447901378853 0.8918258020676634 0.9252774374652439 0.942428895542576 0.9684152434570826 0.9870556922074113 1.042315477048382 1.070645603823547 1.1034405905766769 1.1519358925070922 1.1704732555111124 1.3371907561379122 1.4346161619230409
80 1280 0.030557933709166974 1.4357672131646264 0.6355264913319448 0.6355264913319448 0.642523410031906 0.6864959209952493 0.721839379520223 0.7595657541437032 0.8090556984992124 0.8171306311092489 0.8357004484552668 0.8433976370862283 0.8594108212178287 0.9037623395092 0.9179953665529662 0.9375380649188575 0.9680062702204438 0.9856964396096969 1.03464594129177 1.063983414482274 1.1074959874070769 1.150504352080927 1.1668265780686315 1.3269829834486049 1.4357672131646264
81 1296 0.02916833618010173 1.4186046388224471 0.6287289242739772 0.6287289242739772 0.6431490876407873 0.6863082271267208 0.722057642829057 0.7598369951568882 0.808950552675062 0.8198096349450156 0.8318814556122109 0.8432368679991308 0.8519763514211901 0.9048723476651904 0.9260893164208398 0.9395840137697804 0.9557870024637188 0.9846154890552792 1.0296024314738925 1.0674223606387354 1.1011053344386796 1.1428464167136856 1.1684887542563434 1.3193672974185733 1.4186046388224471
82 1312 0.029038228415106906 1.413525139948531 0.6288222038822291 0.6288222038822291 0.6413421279042162 0.6834071823074486 0.7211071086035704 0.7541232916189374 0.7997781345937389 0.8175016778154759 0.8246839755875816 0.8444674822141208 0.8506688861231368 0.9092908805021546 0.9256563475711057 0.9366733585519751 0.9550803244197875 0.9869803178336728 1.0200922374324823 1.0480902908881862 1.1013655300601337 1.1376839093367996 1.1660625166714913 1.3216631324527222 1.413525139948531
83 1328 0.028549441649203647 1.4165623785141033 0.6280062160937567 0.6280062160937567 0.6387263444235767 0.685458917907199 0.7207096831913915 0.7530697203991626 0.7979803516495221 0.8135664805677644 0.8212688380218391 0.844948163206991 0.8528702376908532 0.9049921401022623 0.9236843806934152 0.936670010670476 0.9740189137976254 0.9909694582373867 1.023265862974064 1.0398298777092283 1.0909808958863723 1.131574886403264 1.1673426685804087 1.319542991244559 1.4165623785141033
84 1344 0.028257423134549448 1.4411437582459936 0.6254889395324149 0.6254889395324149 0.6338459094248486 0.6843574346729321 0.72187263473602 0.7501656714691797 0.7949635689739263 0.8117890623672782 0.8281595798611191 0.8378780338842071 0.8513163514567235 0.90447958493178 0.9196378192721564 0.9408015388112586 0.9845688128047881 0.9892946262501388 1.0175985325203842 1.041500816729488 1.0859827377175701 1.124984293611324 1.168259694047965 1.3105730787060448 1.4411437582459936
85 1360 0.027850789277109583 1.4567686306861583 0.6200039789935018 0.6200039789935018 0.6279584542611039 0.6838005858519779 0.7169160946487845 0.7432424988918117 0.7991121703672894 0.8111125939517053 0.8279881210118752 0.8401359510486108 0.8523834134897577 0.8984105448740062 0.9154551926236141 0.9400258126398215 0.9783603319968833 0.9872372042941299 1.0233261735460615 1.0385511616648684 1.0799848888681158 1.1203865205752384 1.1694832454969513 1.305466012846501 1.4567686306861583
86 1376 0.027151841058837188 1.4674360946233338 0.6185277470797841 0.6185277470797841 0.6243643964550769 0.6853045885303766 0.7155440965106046 0.7411950658079521 0.7982941360572356 0.8068419715557653 0.8282335599368291 0.8392106384204876 0.8516404892298004 0.9004204612370704 0.9141397830841301 0.9391780246699906 0.9697845536531672 0.9835971507537498 1.0227110976400324 1.041643813373611 1.0738805113500245 1.1175987947228183 1.1593918875857165 1.3016157963812096 1.4674360946233338
87 1392 0.0267694387334025 1.4603666155707224 0.6189465314172002 0.6189465314172002 0.6229626415905118 0.684610382210409 0.7098679339353046 0.747283386658561 0.7862912392723954 0.8064761538661169 0.8345849688233106 0.8373914529554266 0.8469936508575047 0.8964857808799702 0.9168638461310348 0.9392519007885455 0.9684071499693068 0.9865867851236769 1.0124865122594777 1.0527654222771194 1.0726516727149116 1.128522673757103 1.1635012090120662 1.2942869207223602 1.4603666155707224
88 1408 0.026148569203272687 1.469764524969441 0.6166085335027155 0.6166085335027155 0.624292643046291 0.6761876701995188 0.7032186754818619 0.7449632092213628 0.7848330168556578 0.8137894994105708 0.833687984886454 0.8370740310025395 0.844393445352894 0.888281531510765 0.9186306841249849 0.9427516071109399 0.9604470942545127 0.9816511460710604 1.0108786074563785 1.0565179872669128 1.0781809085816414 1.1297117260908784 1.1811894483081504 1.2941117081587992 1.469764524969441
89 1424 0.026492906365238475 1.4747724890642677 0.6161952178796791 0.6161952178796791 0.6198878350235254 0.6814618197219944 0.6957720970177158 0.740419301183911 0.782319704908595 0.8143899303716124 0.8300176695542304 0.8329541827062468 0.8330904216881627 0.8816182701312011 0.9231116853168712 0.9456103788597839 0.9571108245205818 0.9835656945274773 1.0131498416744324 1.0551166138924089 1.0708165899611366 1.1288231085792073 1.19336581756771 1.2956541687865957 1.4747724890642677
90 1440 0.027063470259953544 1.4762853842103005 0.6176076557367581 0.6176076557367581 0.618010844002821 0.6836687246928138 0.6984109775757856 0.7408960012182484 0.7689950207844939 0.8176099940485223 0.8288717782644183 0.8294668414260175 0.8346057635076662 0.8851396334864677 0.9209291058013471 0.9470907742841967 0.965173687778259 0.9902378146919273 1.0065688880222263 1.0568928091714072 1.0738576618101008 1.1381625877112551 1.1980744591949002 1.2915572961091892 1.4762853842103005
91 1456 0.027540584783160446 1.4868473780154383 0.616737718299487 0.616737718299487 0.6230011034502158 0.6861683281262585 0.694535988364994 0.7386989496716605 0.7641428160100052 0.8114819273693078 0.8166919528991251 0.8295548226978692 0.8357257228216988 0.8875534704544764 0.9239665169940291 0.9471977212208872 0.9695664496222159 0.9868201287143271 1.0033489613124305 1.0605687950138172 1.0674389924791483 1.1236231274469923 1.2009998668128792 1.3099987667069442 1.4868473780154383
92 1472 0.02792651071226896 1.5027307163763666 0.6108859969355566 0.6108859969355566 0.6197052948665955 0.6905317400477424 0.6963206931097804 0.7377196149609757 0.7529890554095464 0.806611579117482 0.8139443198516153 0.8335940766407199 0.8372965494944756 0.8879665444110778 0.9190590106691209 0.9502318450472791 0.9663156899448972 0.990479972802904 1.000537589409687 1.052283501108554 1.071613854348816 1.1210716078499676 1.2060735006227696 1.3154186743120924 1.5027307163763666
93 1488 0.028686417545611135 1.5219226494938203 0.6118356393863814 0.6118356393863814 0.6177424012601038 0.6888834797608429 0.6897747342323233 0.7403920332692481 0.7648498991858529 0.7985907428568569 0.8121473520051918 0.8260298253964276 0.8378495457418994 0.8889746046665872 0.9099047785035642 0.949843967194763 0.9655799416312967 0.9942424122533322 1.0008157497825576 1.045167271151768 1.0722577519211327 1.119994390648859 1.207047281781483 1.3066649620519217 1.5219226494938203
94 1504 0.02859130327218948 1.5464759647096853 0.6078959913719539 0.6078959913719539 0.6141206376705391 0.6863518321822196 0.6899117008757782 0.7441232627236706 0.7597736989740282 0.7988097788802185 0.8113893678265995 0.8173726481643118 0.8346433005857895 0.889539518733856 0.9129159911556762 0.9443011585417657 0.9528671547302703 0.9952706465602071 1.0012947032902324 1.0436634169378003 1.077864810320015 1.1103908899615498 1.2091060844570083 1.2977231123517166 1.5464759647096853
95 1520 0.028915555926825313 1.5610972592311891 0.5991532239487631 0.5991532239487631 0.6113716866235231 0.6812280577669594 0.6883677819707968 0.7400907146272591 0.7573433759963855 0.788409592843296 0.8105770035326904 0.8171798392188172 0.8347547741958888 0.8913121781883201 0.9172466256097384 0.9412976350620921 0.9499231209694702 0.9925163196726215 0.9984165859236561 1.0484702534664112 1.0872004287103583 1.1135962912882198 1.2217099975266064 1.2954356647975234 1.5610972592311891
96 1536 0.028194316405099746 1.5755369912180615 0.601664631261924 0.601664631261924 0.618025881364814 0.6780353287416837 0.6800663891931282 0.7363097057719961 0.7580746386855212 0.784362644974851 0.8034309479819798 0.8161561068214679 0.838118617502136 0.8899234416585838 0.9124798928145398 0.93708780950715 0.9553852364493295 0.9844946272574332 0.9998585711386583 1.0494010775506937 1.091026051386337 1.1221775352991903 1.210105408973808 1.30379093531815 1.5755369912180615
97 1552 0.027612762487765546 1.5870927033307096 0.6011021183356453 0.6011021183356453 0.6156597775351754 0.6786171021654939 0.681079081998268 0.7375537221449354 0.7603119699976129 0.7895058485531357 0.8057603158485893 0.8126597069058061 0.8355588892236355 0.881602251939715 0.91172851531232 0.9302096033356615 0.9523687830827707 0.9646487195429292 0.9956527722367955 1.049722093601685 1.0866692285316066 1.119239500746763 1.2068351026019941 1.3007302296500431 1.5870927033307096
98 1568 0.027661377942066304 1.6025599584474037 0.5908259311924466 0.5908259311924466 0.6141071910126871 0.6730224235250404 0.6852838138647248 0.7349248269205259 0.7556184085006304 0.7878407820280489 0.801208368619328 0.811591826743399 0.8361622712174526 0.8796925635020449 0.9112077535663081 0.9339585065288825 0.9477490941931547 0.9680617842775293 0.982601611059789 1.0457410606341986 1.0873537754964817 1.1177990455211897 1.216047302289934 1.2914348789094454 1.6025599584474037
99 1584 0.026593007199972415 1.6111890530583657 0.5915695276461783 0.5915695276461783 0.6147993552356723 0.6731678239680501 0.674902050181707 0.7310736435582404 0.7510263975863599 0.7867504013052117 0.8041401970880355 0.807153768453847 0.8396209627437151 0.870352619556936 0.9097140967833914 0.9332853239749057 0.9516778872483468 0.9659634135503284 0.9781230272790792 1.0481761438971147 1.0923292553213064 1.1279614161969096 1.2200972967438242 1.288947109743145 1.6111890530583657
100 1600 0.026046704249136347 1.5985023478837472 0.5822593645846996 0.5822593645846996 0.6133142128727687 0.6691411136776736 0.6730891742518778 0.7294513229447256 0.7480512817528413 0.7828988711320352 0.7984022719391686 0.8088371181519715 0.8385191570867706 0.8666511732987554 0.9029512027870533 0.933007702247955 0.9539872887495415 0.9708277594274682 0.985512875827313 1.0490346359883627 1.0961312004558224 1.1221879769855223 1.2237000353472467 1.2913229395264212 1.5985023478837472
